seed,fusion_c,dropout_config,source_fake_rate_cap,n_holdouts,validation_utility_mean,validation_utility_min,validation_accuracy_mean,validation_roc_auc_mean,validation_predicted_positive_rate_mean,threshold_train_predicted_positive_rate_mean,threshold_mean
7,0.3,mean0p35x8,0.45,5,1.1062380288083613,0.5764705882352941,0.8972070049757385,0.9860521639485833,0.20935351050805456,0.4461428552806673,0.988608520321008
7,0.3,mean0p35x8,0.48,5,1.2436043389687892,0.7235294117647058,0.9138557432662676,0.9860521639485833,0.2260022487985839,0.47536386161385397,0.9836812213931261
7,0.3,mean0p35x8,0.5,5,1.3165767097352776,0.8705882352941177,0.9223212983736138,0.9860521639485833,0.23446780390593008,0.49846071872594877,0.9790980401090252
7,0.1,none,0.4,5,0.9452386488192115,0.42941176470588216,0.8777434655827367,0.9856756568239945,0.18988997111505287,0.3969037496715774,0.9142104412543454
7,0.1,none,0.42,5,1.0342538003343629,0.42941176470588216,0.8887795016187727,0.9856756568239945,0.20092600715108894,0.41534704579787435,0.9088504706677497
7,0.1,none,0.45,5,1.1308592409295735,0.5764705882352941,0.9000598578285912,0.9856756568239945,0.21220636336090742,0.4461428552806673,0.8961203681122412
7,0.1,none,0.48,5,1.2957433764019441,0.8705882352941177,0.9196185956709112,0.9856756568239945,0.23176510120322735,0.47536386161385397,0.8773710924881495
7,0.1,none,0.5,5,1.380888303938176,0.8705882352941177,0.9305034531311112,0.9856756568239945,0.24264995866342728,0.49846071872594877,0.8612824232392626
7,0.1,mean0p35x8,0.4,5,0.9452386488192115,0.42941176470588216,0.8777434655827367,0.9854865922653646,0.18988997111505287,0.3969037496715774,0.9869442857345859
7,0.1,mean0p35x8,0.42,5,0.9897050519812668,0.42941176470588216,0.8832609693879118,0.9854865922653646,0.19540747492022795,0.41534704579787435,0.985084722274908
7,0.1,mean0p35x8,0.45,5,1.1062380288083613,0.5764705882352941,0.8972070049757385,0.9854865922653646,0.20935351050805456,0.4461428552806673,0.9790227541019256
7,0.1,mean0p35x8,0.48,5,1.2644376723021225,0.7235294117647058,0.9165584459689704,0.9854865922653646,0.22870495150128659,0.47536386161385397,0.9692604019859754
7,0.1,mean0p35x8,0.5,5,1.3374100430686107,0.8705882352941177,0.9250240010763167,0.9854865922653646,0.2371705066086328,0.49846071872594877,0.9615182665520331
7,0.03,none,0.4,5,0.9452386488192115,0.42941176470588216,0.8777434655827367,0.9831000487151382,0.18988997111505287,0.3969037496715774,0.8272475329116726
7,0.03,none,0.42,5,1.0115265276070902,0.42941176470588216,0.8860017238409948,0.9831000487151382,0.19814822937331114,0.41534704579787435,0.8203272544632536
7,0.03,none,0.45,5,1.1251774227477553,0.5764705882352941,0.899834632603366,0.9831000487151382,0.2119811381356822,0.4461428552806673,0.8083571197941627
7,0.03,none,0.48,5,1.266331611696062,0.7235294117647058,0.9166335210440455,0.9831000487151382,0.22878002657636168,0.47536386161385397,0.7760410328641489
7,0.03,none,0.5,5,1.403533231474408,0.8705882352941177,0.9332802024832029,0.9831000487151382,0.2454267080155191,0.49846071872594877,0.7541217593753091
